OBJECTID;UIDENTSTLAE;ULAND;UREGBEZ;UKREIS;UGEMEINDE;UJAHR;UMONAT;USTUNDE;UWOCHENTAG;UKATEGORIE;UART;UTYP1;ULICHTVERH;USTRZUSTAND;IstRad;IstPKW;IstFuss;IstKrad;IstGkfz;IstSonstige;LINREFX;LINREFY;XGCSWGS84;YGCSWGS84
4022;01210620134013402021;01;0;57;021;2021;06;13;1;1;5;2;0;0;0;1;0;1;0;0;599550.689786017872393;6017759.339272929355502;10.529713332000028;54.298017484000070
4023;01210810161013392021;01;0;62;001;2021;08;15;3;3;0;2;0;1;1;1;0;0;0;0;582052.477290085516870;5947754.224408801645041;10.242050972000072;53.672075898000060
4025;01210813152013702021;01;0;03;000;2021;08;09;6;2;0;7;0;0;0;0;0;1;0;0;611194.597100307233632;5965985.152536507695913;10.689562023000065;53.830483854000079
4026;01210926171013632022;01;0;56;040;2021;09;15;1;3;6;6;0;0;1;0;1;0;0;0;550875.933580272831023;5947707.947193088009953;9.770176712000023;53.675624303000063
4027;01210724105132762021;01;0;51;082;2021;07;12;7;2;9;6;0;0;0;1;0;0;0;0;514438.634079023264349;6001239.799974720925093;9.221114414000056;54.159044049000045
4030;01211204145013142021;01;0;58;092;2021;12;17;7;3;6;4;2;0;0;1;1;0;0;0;570547.714834984391928;6020948.703709974884987;10.084908769000037;54.331504699000050
4031;01210908125013312021;01;0;01;000;2021;09;14;4;3;3;6;0;0;1;0;0;1;0;0;525375.787435284815729;6069873.997463649138808;9.394492576000061;54.775436053000078
4032;01211123134013322021;01;0;02;000;2021;11;15;3;3;4;6;0;0;1;0;0;0;0;1;568579.049050267785788;6020217.245498929172754;10.054471495000030;54.325200252000059
4033;01211116171013772021;01;0;60;053;2021;11;22;3;3;2;6;2;1;0;1;0;0;0;0;582102.174409436993301;5968737.221423316746950;10.248384695000027;53.860624321000046
4034;01211028152013582021;01;0;03;000;2021;10;09;5;3;5;3;0;0;0;1;0;0;0;0;610272.458714005537331;5970965.233795721083879;10.677345610000032;53.875422800000081
4035;01210916145013962021;01;0;58;054;2021;09;14;5;3;5;3;0;1;1;1;0;0;0;0;539401.161000001244247;6017016.081999806687236;9.605447851000065;54.299518088000070
4036;01210831152013462021;01;0;03;000;2021;08;09;3;2;5;3;0;0;1;1;0;0;0;0;618447.658000065013766;5974407.941999692469835;10.802963435000038;53.904549206000070
4037;01211121161013152021;01;0;62;021;2021;11;20;1;3;7;7;2;0;0;0;0;1;0;0;594842.835455734282732;5944667.558290556073189;10.434657626000046;53.642176279000068
4038;01210920171013492021;01;0;60;047;2021;09;15;2;3;2;6;0;0;0;1;0;0;0;0;566175.253661274909973;5962388.173715572804213;10.004890989000046;53.805841356000030
4039;01210805152013762021;01;0;03;000;2021;08;19;5;3;0;7;0;0;1;0;0;0;0;0;609165.833249092102051;5968313.985547952353954;10.659577437000053;53.851837054000043
4040;01210929152013802021;01;0;55;028;2021;09;18;4;3;0;1;0;1;0;0;0;0;0;1;601479.710359287448227;6003603.541278958320618;10.554555001000040;54.170458853000071
4041;01210728105132422021;01;0;61;047;2021;07;00;4;3;7;7;2;0;0;1;0;0;0;0;531200.637076427228749;5984526.182601319625974;9.476079529000060;54.008085881000056
4043;01211003161013632021;01;0;53;032;2021;10;19;1;2;6;2;2;1;0;1;1;0;0;0;590880.480000018142164;5921810.277999747544527;10.368100445000039;53.437483104000080
4044;01210706145013762021;01;0;04;000;2021;07;22;3;2;5;3;2;0;0;1;0;0;0;0;562380.834906606934965;5997372.598018374294043;9.954436316000056;54.120705924000049
4045;01210801161013842021;01;0;53;115;2021;08;19;1;3;0;7;0;0;0;1;0;0;0;0;603841.665169049054384;5925441.460732674226165;10.564340108000067;53.467717299000071
4046;01211016105132272021;01;0;58;014;2021;10;08;7;2;8;6;0;0;0;1;0;0;0;0;521119.519689954817295;5991203.174489889293909;9.322723126000028;54.068607535000069
4048;01211229125013152022;01;0;01;000;2021;12;21;4;3;2;6;2;1;0;1;0;0;0;1;529512.079375311732292;6073351.309622906148434;9.459147278000046;54.806458615000054
4049;01210703105132292021;01;0;62;069;2021;07;08;7;3;8;7;0;0;0;1;0;0;0;0;582879.438745863735676;5943340.276362143456936;10.253388509000047;53.632280433000062
4050;01211020152013852021;01;0;03;000;2021;10;07;4;3;4;6;0;0;1;0;0;0;0;0;609802.041201206855476;5970353.843310626223683;10.669974588000059;53.870029646000035
4051;01211216181013462021;01;0;51;127;2021;12;07;5;3;4;6;2;1;0;1;0;0;0;0;496558.961000001057982;6006548.600999798625708;8.947242742000071;54.206949091000070
4053;01211109125013762021;01;0;01;000;2021;11;18;3;3;5;3;1;1;1;1;0;0;0;0;527602.384349253028631;6070785.677304834127426;9.429192998000076;54.783511380000050
4054;01211025145013382021;01;0;58;169;2021;10;11;2;3;2;6;0;0;0;1;0;0;0;0;560297.661603503860533;5991711.940536411479115;9.921439938000049;54.070084288000032
4055;01210910171013602021;01;0;56;044;2021;09;14;6;3;2;6;0;0;0;1;0;0;0;0;555374.578015329316258;5939443.699193822219968;9.836799668000026;53.600892097000042
4056;01210824171013442021;01;0;56;018;2021;08;14;3;2;5;2;0;0;0;1;0;1;0;0;554209.560838202014565;5941346.497821111232042;9.819527437000033;53.618115466000063
4057;01210717125013462021;01;0;54;168;2021;07;11;7;3;2;6;0;0;0;1;0;0;0;0;457137.808664849027991;6084089.571966057643294;8.331572027000050;54.901989587000060
4058;01210829125013892021;01;0;54;138;2021;08;10;1;3;5;2;0;0;1;1;0;0;0;0;495939.438000000081956;6018991.386999808251858;8.937575647000074;54.318774309000048
4059;01210624181013152021;01;0;51;013;2021;06;17;5;3;8;7;0;0;0;0;0;1;0;0;490318.180999999865890;5999262.505999796092510;8.851794989000041;54.141384518000052
4060;01210720161013632021;01;0;62;004;2021;07;07;3;3;2;6;0;0;0;1;0;0;0;0;591505.302277243696153;5962336.579123951494694;10.389412688000050;53.801539059000049
4061;01211010152013712021;01;0;55;033;2021;10;08;1;3;2;6;0;0;0;1;0;0;0;0;624211.144046839326620;6017699.922074751928449;10.908415949000073;54.292084644000056
4062;01211221152013622021;01;0;55;046;2021;12;18;3;3;8;1;2;1;0;1;0;0;0;0;639965.882543226704001;6041803.505666226148605;11.161653876000059;54.504486478000047
4063;01211210152013772021;01;0;55;046;2021;12;16;6;3;5;2;2;1;0;1;0;1;0;0;641529.178737922571599;6034965.478010937571526;11.182505427000024;54.442642529000068
4064;01211129134013852022;01;0;57;008;2021;11;07;2;3;5;2;2;1;0;1;0;0;1;0;570650.257047264836729;5991634.103049427270889;10.079596447000029;54.068069212000069
4065;01211101125013242021;01;0;59;053;2021;11;10;2;2;3;6;0;1;1;0;0;0;0;0;534660.054983085021377;6028763.197201544418931;9.533965591000026;54.405433041000038
4066;01210903161013672021;01;0;53;030;2021;09;15;6;3;2;6;0;0;0;1;0;0;0;0;613136.197760495357215;5946432.248508492484689;10.711892973000033;53.654396208000037
4067;01210821134013222021;01;0;57;078;2021;08;13;7;3;5;3;0;0;1;1;0;0;0;0;592311.045096754096448;6028358.739318221807480;10.421790645000044;54.394608485000049
4068;01210615181013422021;01;0;51;058;2021;06;13;3;2;5;3;0;0;0;1;0;0;0;0;498225.520524476654828;6018019.785272588953376;8.972726112000032;54.310055158000068
4069;01210711125013812021;01;0;54;113;2021;07;13;1;3;6;6;0;0;1;0;1;0;0;0;477970.695000000298023;6017260.720999810844660;8.661467098000060;54.302761172000032
4070;01210808181013122021;01;0;51;048;2021;08;18;1;3;2;6;0;0;0;1;0;0;0;0;505936.632620208896697;6002451.336218208074570;9.090938258000051;54.170101595000062
4072;01210924134013562021;01;0;57;080;2021;09;08;6;3;8;7;0;0;0;1;0;0;0;0;582916.166046443395317;6001886.104420073330402;10.269795600000066;54.158361205000062
4073;01210722161013542021;01;0;53;060;2021;07;15;5;2;5;3;0;0;0;1;0;1;0;0;593313.342392751015723;5935622.546679871156812;10.408821674000023;53.561174638000068
4076;01211202171013422021;01;0;60;044;2021;12;16;5;3;5;3;1;1;1;1;0;0;0;0;563095.196615199558437;5966086.699782418087125;9.958885449000036;53.839462442000070
4077;01210907105132712021;01;0;55;004;2021;09;23;3;3;9;1;2;0;0;0;0;1;0;0;613290.030115786939859;5975659.157927701249719;10.724959434000027;53.916942999000071
4079;01211114125013332021;01;0;59;075;2021;11;02;1;3;0;1;2;1;0;1;0;0;0;0;537498.373195008374751;6044147.530910275876522;9.579641110000068;54.543486931000075
4080;01211028125013712021;01;0;54;006;2021;10;12;5;3;5;3;0;0;1;1;0;0;0;0;501110.807111469097435;6047942.402141705155373;9.017185420000033;54.578979065000055
4081;01210914145013862021;01;0;04;000;2021;09;15;3;3;5;3;0;0;1;1;0;0;0;0;563365.301000003702939;5995043.711999796330929;9.969008250000059;54.099657110000066
4082;01210830125013132021;01;0;54;131;2021;08;19;2;3;0;7;0;0;1;0;0;0;0;0;493146.863929810002446;6080328.973552573472261;8.893212077000044;54.869986016000041
4083;01211118181013622021;01;0;51;001;2021;11;19;5;3;9;1;2;1;0;1;0;0;0;0;518890.712000000290573;5997981.147999795153737;9.289088977000063;54.129612156000064
4084;01210815171013442021;01;0;56;010;2021;08;05;1;3;8;7;2;1;0;1;0;0;0;0;547037.392330479808152;5966415.652668586000800;9.714922801000057;53.844120884000063
4085;01210928161013242021;01;0;62;060;2021;09;21;3;2;0;7;2;1;1;0;0;0;0;0;581069.696145816706121;5929979.705484641715884;10.222558067000023;53.512498942000036
4086;01210727145013462021;01;0;58;137;2021;07;14;3;2;0;1;0;1;1;0;0;0;0;0;553035.537000000476837;6048686.640999825671315;9.820606379000026;54.582887082000070
4088;01211015134013572021;01;0;02;000;2021;10;15;6;2;5;3;0;0;1;1;0;0;0;0;568045.748391062021255;6019169.216578282415867;10.046034025000040;54.315854105000028
4090;01211227105132522022;01;0;62;027;2021;12;17;2;3;8;1;2;2;0;1;0;0;0;0;588114.658218160271645;5952615.697577549144626;10.335171213000024;53.714774117000047
4091;01210702125013022021;01;0;54;096;2021;07;03;6;3;8;7;2;1;0;1;0;0;0;0;510494.165000001899898;6033681.254599999636412;9.161848543000076;54.450704906000055
4092;01211215171013942021;01;0;56;002;2021;12;07;4;3;5;3;2;1;1;1;0;0;0;0;549872.059440658427775;5959798.075303329154849;9.756930551000039;53.784381581000048
4093;01210909171013692021;01;0;56;039;2021;09;07;5;2;5;3;0;0;0;1;0;1;0;0;552835.141113754361868;5941702.552394937723875;9.798811947000047;53.621456002000059
4094;01210824125013682021;01;0;54;134;2021;08;20;3;3;0;7;0;0;1;0;0;0;0;0;480784.956829331815243;6019672.094314493238926;8.704559074000031;54.324546584000075
4095;01210619145013122021;01;0;58;072;2021;06;17;7;3;5;3;0;0;1;1;0;0;0;0;527281.414368447847664;5997618.508922340348363;9.417457904000059;54.125976132000062
4096;01210714161013182021;01;0;53;012;2021;07;11;4;3;5;2;0;0;1;1;0;0;0;0;584794.816229237243533;5925264.375446112826467;10.277444954000032;53.469537309000032
4097;01210623134013722021;01;0;57;088;2021;06;17;4;3;5;3;0;0;0;1;0;0;0;0;587633.821551758795977;6029513.642835853621364;10.350114761000043;54.405811629000027
4098;01210720145013732021;01;0;58;009;2021;07;11;3;3;2;6;0;0;0;1;0;0;0;1;550298.605473081581295;5991381.019783092662692;9.768600924000054;54.068183555000076
4099;01210812181013502021;01;0;61;118;2021;08;10;5;2;8;7;0;0;1;0;0;0;0;0;528710.907335013151169;5956252.841990532353520;9.435442407000039;53.754114203000029
4101;01210816152013052021;01;0;03;000;2021;08;13;2;3;0;7;0;1;1;0;0;0;0;0;607435.665518188849092;5967079.673663627356291;10.632854972000075;53.841108180000049
4102;01210628152013922021;01;0;55;042;2021;06;20;2;3;2;6;0;0;0;0;0;1;0;1;615784.980344646610320;5981274.052553849294782;10.765056713000035;53.966834237000057
4103;01211009134013972021;01;0;57;070;2021;10;16;7;2;5;3;0;0;0;1;0;1;0;0;587546.441000015474856;6007394.836999794468284;10.342286106000074;54.207089708000069
4104;01211219152013562021;01;0;55;001;2021;12;15;1;3;0;7;0;0;1;0;0;0;0;0;603031.994001421146095;5986368.228683834895492;10.572456277000072;54.015301085000033
4105;01211209171013772021;01;0;60;044;2021;12;08;5;3;4;6;1;0;1;0;0;0;0;0;562118.316995161585510;5964807.767970325425267;9.943783164000024;53.828086465000069
4106;01211125171013562021;01;0;56;024;2021;11;18;5;2;4;6;2;1;0;1;0;0;0;0;544227.009539378806949;5945121.815401369705796;9.669162904000075;53.652985577000038
4107;01211117145013832021;01;0;58;009;2021;11;05;4;3;8;7;2;1;0;1;0;0;0;0;548156.815787198022008;5991326.749896919354796;9.735867172000042;54.067900465000037
4108;01211030171013532021;01;0;60;034;2021;10;15;7;3;0;7;0;0;0;0;0;1;0;0;570146.334706758148968;5972642.644258571788669;10.067524452000043;53.897473683000044
4109;01210901161013162021;01;0;62;004;2021;09;08;4;3;0;7;0;0;1;0;0;0;0;0;591922.954312488436699;5962949.185831313952804;10.395935096000073;53.806970041000056
4110;01211105171013382021;01;0;56;034;2021;11;13;6;2;3;6;0;0;0;1;0;0;0;1;555476.321486167609692;5960222.732169372960925;9.842055759000061;53.787631046000058
4111;01211105125013732021;01;0;01;000;2021;11;19;6;3;3;6;2;1;0;1;0;0;0;0;528221.366726182401180;6071327.124000383540988;9.438870009000027;54.788342654000076
4112;01210807152013742021;01;0;03;000;2021;08;15;7;3;5;3;0;0;1;1;0;0;0;0;612998.357980151660740;5970900.692708697170019;10.718764951000026;53.874256530000082
4113;01211003145013022021;01;0;58;077;2021;10;06;1;3;9;1;2;1;0;1;0;0;0;0;543431.217065413482487;5992889.621782915666699;9.663886698000056;54.082366320000062
4114;01210731145013052021;01;0;58;058;2021;07;08;7;3;5;2;0;0;0;1;0;0;0;0;563738.181000003591180;6029901.256999814882874;9.982125246000066;54.412848666000059
4116;01211008134013172021;01;0;57;015;2021;10;20;6;2;5;3;2;0;1;1;0;0;0;0;586739.975211952812970;5998707.481991637498140;10.327423284000076;54.129168775000039
4117;01210803152013692021;01;0;03;000;2021;08;08;3;3;1;5;0;0;0;0;0;0;0;1;610349.025897137820721;5971700.438911883160472;10.678774348000047;53.882011782000063
4118;01211020105132752021;01;0;51;138;2021;10;15;4;3;9;1;0;1;0;1;0;0;0;0;516938.565603970550001;5996583.040341435000300;9.259136774000069;54.117114498000035
4121;01210629134013142021;01;0;57;005;2021;06;15;3;3;9;1;0;1;0;1;0;0;0;0;581949.881553345359862;5997338.532201126217842;10.253766738000024;54.117653851000057
4122;01210905181013272021;01;0;51;075;2021;09;06;1;3;7;7;0;1;0;1;0;0;0;0;502795.644411879591644;6008156.611532218754292;9.042877179000072;54.221405161000064
4124;01211109171013932021;01;0;56;048;2021;11;23;3;3;8;1;1;0;0;1;0;0;0;0;548769.442355182953179;5951323.026492167264223;9.738859613000045;53.708316118000027
4125;01211026171013792021;01;0;60;064;2021;10;16;3;3;2;6;0;1;0;1;0;0;0;0;561432.346338875591755;5967165.577440237626433;9.933833886000059;53.849357547000068
4126;01210914105132452021;01;0;59;183;2021;09;21;3;3;2;6;2;1;0;1;0;0;0;0;524873.652451948262751;6065284.421177471056581;9.386293712000054;54.734216579000076
4127;01210909152013522021;01;0;55;033;2021;09;07;5;3;2;2;0;0;1;1;0;0;0;0;625056.487176943570375;6017591.966771515086293;10.921350838000023;54.290908799000078
4128;01210827134013792021;01;0;57;057;2021;08;18;6;3;2;6;0;0;0;1;0;0;1;0;593207.148996566422284;6002488.666633693501353;10.427529155000059;54.162010592000058
4129;01210717152013112021;01;0;03;000;2021;07;22;7;3;5;3;2;0;0;1;0;0;0;0;613365.067000051960349;5965224.782999714836478;10.722244990000036;53.823183741000037
4130;01210818134013352021;01;0;57;057;2021;08;15;4;2;4;6;0;0;0;1;0;0;0;0;590702.597293060272932;6001362.162614217028022;10.388843946000065;54.152337421000027
4131;01210628105132572021;01;0;04;000;2021;06;04;2;3;8;7;1;0;0;0;0;0;1;0;562447.857013966888189;5997940.212708683684468;9.955578962000061;54.125798648000057
4132;01210707161013942021;01;0;53;069;2021;07;18;4;3;0;1;0;0;0;1;0;0;0;0;601446.073730771429837;5942736.755780616775155;10.533875128000034;53.623589185000071
4133;01210725134013912021;01;0;02;000;2021;07;21;1;3;0;7;1;0;0;0;0;0;0;1;569682.349441841244698;6019395.676687102764845;10.071240747000047;54.317668320000053
4135;01211013181013202021;01;0;51;139;2021;10;06;4;3;8;7;2;1;0;0;0;1;0;0;522813.796314286068082;6007999.165670104324818;9.349882786000023;54.219489835000047
4136;01211223161013742022;01;0;53;083;2021;12;11;5;3;6;2;0;1;0;1;1;0;0;0;603627.372142706066370;5915032.342852352187037;10.557690240000056;53.374228801000072
4137;01211214171013532021;01;0;60;063;2021;12;16;3;3;2;6;0;0;0;1;0;0;0;0;567747.403438102453947;5951403.697798322886229;10.026350717000071;53.706923279000080
4138;01211201152013152021;01;0;57;009;2021;12;15;4;3;8;1;2;1;0;0;0;0;0;1;596601.075189195573330;5999214.476344421505928;10.478441948000068;54.131965719000050
4139;01210823145013602021;01;0;58;058;2021;08;16;2;3;5;3;0;0;1;1;0;0;0;0;562564.686257683672011;6028943.987569227814674;9.963844262000066;54.404392271000063
4140;01210618152013112021;01;0;03;000;2021;06;18;6;3;0;7;0;0;1;0;0;0;0;0;610896.074067653156817;5967241.344188407063484;10.685481467000045;53.841833602000065
4141;01210714145013172021;01;0;58;043;2021;07;15;4;3;2;6;0;0;0;1;0;0;0;1;554294.744450354948640;6035514.059981429949403;9.837661025000045;54.464382407000073
4142;01210621145013802021;01;0;58;043;2021;06;17;2;3;0;1;0;1;0;0;0;1;0;0;554222.064110490493476;6034493.216299423947930;9.836352781000073;54.455216597000060
4143;01210811161013092021;01;0;62;088;2021;08;10;4;1;8;1;0;0;0;0;0;1;0;0;582727.441359705291688;5939276.989404045045376;10.250011304000054;53.595790330000057
4144;01210706171013012021;01;0;56;039;2021;07;13;3;3;5;3;0;1;0;1;0;0;0;0;550821.617169767618179;5945883.383382758125663;9.769055878000074;53.659231123000040
4146;01210814171013412021;01;0;60;044;2021;08;01;7;3;0;1;2;0;0;0;0;1;0;0;563338.201430394314229;5965620.872345376759768;9.962481921000062;53.835246533000031
4147;01210928125013092021;01;0;54;149;2021;09;07;3;2;0;1;0;0;1;0;0;0;0;0;456762.091877819970250;6086857.572640158236027;8.325297301000035;54.926830267000071
4148;01211206152013852022;01;0;03;000;2021;12;16;2;3;5;2;1;0;0;1;0;0;0;0;622020.288436362519860;5980927.607706511393189;10.859916951000059;53.962288577000038
4149;01211125105132582021;01;0;58;049;2021;11;23;5;3;2;6;2;0;0;1;0;1;0;0;553583.643450245261192;6010482.074242565780878;9.822188238000024;54.239509059000056
4150;01211116145013612021;01;0;58;124;2021;11;11;3;3;5;3;0;1;1;1;0;0;0;0;546139.845934753306210;6016600.566074864938855;9.708923844000026;54.295219798000062
4151;01211029145013872021;01;0;58;128;2021;10;19;6;2;0;7;2;0;1;0;0;0;0;0;561537.315892840735614;5989450.508967898786068;9.939921986000058;54.049615093000057
4152;01210918125013122021;01;0;54;113;2021;09;15;7;3;0;1;0;1;1;0;0;0;0;0;479702.241196370683610;6015290.671558732166886;8.688209764000021;54.285127401000068
4153;01210831161013422021;01;0;62;060;2021;08;09;3;3;0;2;0;0;0;1;0;0;0;1;582718.193237857893109;5934376.802874328568578;10.248573479000072;53.551756645000069
4154;01211121125013162021;01;0;59;018;2021;11;11;1;3;2;2;0;1;0;1;0;0;0;0;535364.998769305646420;6036748.549783349037170;9.545778573000064;54.477147689000049
4155;01210922125013052021;01;0;54;076;2021;09;13;4;3;5;2;0;0;1;1;0;0;0;0;498361.497000001370907;6069414.210999839007854;8.974530056000049;54.771942716000069
4156;01210805181013892021;01;0;61;097;2021;08;21;5;3;8;1;2;0;0;1;0;0;0;0;529337.498000407591462;5989068.325776707381010;9.448090196000066;54.049018063000062
4157;01211001145013622021;01;0;04;000;2021;10;10;6;3;5;2;0;0;1;1;0;0;0;0;564241.701935332268476;5991124.168788736686110;9.981576814000050;54.064325589000077
4158;01210729171013312021;01;0;56;049;2021;07;07;5;3;2;6;0;0;0;0;0;0;0;1;545970.134850499220192;5949283.250122578814626;9.696150916000022;53.690237221000075
4160;01211006171013122021;01;0;56;015;2021;10;06;4;3;5;3;2;0;1;1;0;0;0;0;544893.964000000618398;5957814.972999772056937;9.681093352000062;53.767011313000069
4161;01210705145013662022;01;0;58;076;2021;07;17;2;3;2;6;0;0;0;1;0;0;0;1;563609.046554720029235;6004422.348238170146942;9.974712440000076;54.183907267000052
4162;01210802171013642021;01;0;56;048;2021;08;05;2;3;5;3;0;0;1;1;0;0;0;0;547389.122613775543869;5949580.783527977764606;9.717683077000061;53.692784554000070
4163;01211019105132302021;01;0;62;009;2021;10;14;3;3;2;6;0;0;0;1;0;0;0;1;582219.088106371462345;5935415.981349023059011;10.241315129000043;53.561173594000081
4166;01210704125013632021;01;0;01;000;2021;07;13;1;3;2;6;0;0;0;1;0;0;0;0;529749.157316731289029;6074000.905532490462065;9.462902317000044;54.812282143000061
4167;01211022134013202021;01;0;02;000;2021;10;07;6;3;6;2;2;1;0;1;1;0;0;0;575171.619574659503996;6018863.768815558403730;10.155476163000060;54.312110124000071
4168;01211217171013512021;01;0;56;015;2021;12;00;6;3;1;7;2;1;0;1;0;0;0;0;542538.577457314357162;5954729.587681405246258;9.644937061000064;53.739478407000036
4169;01210905145013222021;01;0;58;043;2021;09;18;1;3;0;3;0;0;1;0;0;1;0;0;554246.675228358246386;6038602.703521024435759;9.837486367000054;54.492142835000038
4171;01211109171013052021;01;0;56;039;2021;11;17;3;3;2;6;2;0;0;1;0;0;0;0;552090.493316435255110;5947037.747929863631725;9.788448750000043;53.669481209000082
4172;01211025125013912021;01;0;54;113;2021;10;11;2;2;0;7;0;0;1;0;0;0;0;0;477053.006376325152814;6017477.528688374906778;8.647348256000043;54.304669286000035
4173;01210911181013852021;01;0;61;055;2021;09;11;7;3;0;1;0;1;0;0;0;1;0;0;531670.819055290892720;5965199.258104667067528;9.481251681000060;53.834352323000076
4174;01210825145013742021;01;0;58;172;2021;08;14;4;2;4;6;0;0;0;1;0;0;0;0;543539.496040125377476;6014930.436379604041576;9.668730232000030;54.280438747000062
4175;01210716171013722021;01;0;60;039;2021;07;13;6;3;2;2;0;0;0;1;0;0;0;0;563542.141220570541918;5959271.112252233549953;9.964270033000048;53.778156767000041
4176;01210817125013152021;01;0;59;008;2021;08;16;3;3;5;3;0;0;1;1;0;0;0;0;537903.989504987373948;6050543.213041512295604;9.586735604000069;54.600932091000061
4177;01210625152013022021;01;0;03;000;2021;06;09;6;3;2;6;0;0;0;1;0;0;0;0;613597.925794397480786;5969418.977129759266973;10.727331479000043;53.860813853000082
4178;01210721171013052021;01;0;60;005;2021;07;20;4;3;0;7;0;0;1;0;0;0;0;0;585243.793945823796093;5977186.663432491943240;10.298492846000045;53.936042698000051
4179;01211012152013032021;01;0;55;001;2021;10;11;3;3;2;6;0;0;0;1;0;0;0;0;605641.197040947154164;5988544.092558672651649;10.613016721000065;54.034322424000038
4180;01211223105132122023;01;0;58;169;2021;12;21;5;3;2;6;2;2;0;1;0;0;0;0;560383.582651417702436;5991293.519414449110627;9.922669384000073;54.066314021000039
4181;01211212171013682022;01;0;60;091;2021;12;14;1;3;8;1;0;1;0;1;0;0;0;0;586329.031338949687779;5973766.507128559052944;10.314053602000058;53.905130488000054
4182;01211129181013622021;01;0;51;130;2021;11;09;2;2;5;3;0;0;0;1;0;0;0;0;505455.144599734805524;6006998.794606713578105;9.083645229000069;54.210977772000035
4183;01211104105132932021;01;0;56;043;2021;11;14;5;3;2;6;0;1;0;1;0;0;0;1;554273.548974126577377;5945357.321410670876503;9.821194472000059;53.654156288000081
4184;01210903105132322021;01;0;62;009;2021;09;18;6;3;2;6;0;0;0;1;0;0;0;0;580006.017967472784221;5937892.173203434795141;10.208545664000042;53.583768065000072
4185;01210820171013042021;01;0;60;044;2021;08;12;6;3;3;6;0;1;1;1;0;0;0;0;563289.074067943729460;5965654.146777858957648;9.961742354000023;53.835551553000073
4186;01210617152013082021;01;0;55;044;2021;06;15;5;3;5;2;0;0;0;1;0;0;0;0;615641.405747530981898;5986820.121261596679688;10.764975519000075;54.016690395000069
4187;01210712125013592021;01;0;59;075;2021;07;09;2;2;0;7;0;0;1;0;0;0;0;0;536455.422000002115965;6041729.110999820753932;9.563221003000024;54.521829521000029
4188;01210620152013372022;01;0;55;042;2021;06;15;1;2;0;7;0;0;1;0;0;0;0;0;616155.667776341550052;5981585.128340769559145;10.770823098000051;53.969545719000052
4189;01210811145013252021;01;0;58;086;2021;08;06;4;3;8;1;0;0;0;1;0;0;0;0;543394.473371044732630;6012978.094068206846714;9.666219929000022;54.262905570000044
4191;01210813181013792021;01;0;61;046;2021;08;08;6;3;0;7;0;1;0;0;0;1;0;1;533164.700000001117587;5976041.076999785378575;9.505124157000068;53.931702628000039
4192;01210926125013022021;01;0;59;185;2021;09;14;1;3;8;7;0;1;1;0;0;0;0;0;538903.214000000618398;6058185.401999831199646;9.603217803000064;54.669532427000036
4193;01210724105132802021;01;0;60;039;2021;07;10;7;2;3;6;0;0;0;1;0;0;0;0;561251.397597037255764;5961883.515612203627825;9.930031670000062;53.801909064000029
4196;01211205134013342021;01;0;02;000;2021;12;04;1;3;9;7;2;1;0;1;0;0;0;0;573803.694419319741428;6019432.076131451874971;10.134594643000071;54.317416282000067
4197;01210907161013192021;01;0;62;082;2021;09;19;3;2;0;7;0;0;1;0;0;0;0;0;592680.899239431135356;5940267.259597020223737;10.400655660000041;53.603023448000044
4198;01211122152013512021;01;0;03;000;2021;11;10;2;2;5;2;0;0;1;1;0;0;0;0;612562.103000050410628;5970386.201999720185995;10.711943729000041;53.869729109000048
4199;01211113152013282021;01;0;03;000;2021;11;11;7;3;5;2;0;1;0;1;0;0;0;1;611934.074889410287142;5961670.422839950770140;10.699223768000024;53.791560550000042
4200;01211028171013252021;01;0;60;058;2021;10;12;5;3;2;6;0;0;0;1;0;0;0;0;574581.161961730569601;5960206.357906829565763;10.131983176000062;53.785097304000033
4201;01210916145013092021;01;0;58;013;2021;09;16;5;3;2;2;0;1;0;1;0;0;0;0;520626.786000001244247;5997463.896999794989824;9.315620763000027;54.124896589000059
4202;01210831105132012021;01;0;58;139;2021;08;16;3;2;2;6;0;0;0;1;0;1;0;0;566851.263092580251396;6011717.589318275451660;10.026009753000039;54.249051211000051
4203;01211119152013892021;01;0;03;000;2021;11;13;6;3;5;2;0;0;0;1;0;0;0;0;621345.255000072531402;5982378.233999678865075;10.850210864000076;53.975478746000078
4204;01210919145013332021;01;0;04;000;2021;09;18;1;3;5;3;0;0;1;0;0;0;0;1;563254.588092710822821;5991160.223966110497713;9.966504186000066;54.064771715000063
4206;01210804145013272021;01;0;58;043;2021;08;18;4;3;2;6;0;0;0;1;0;0;0;0;552422.805148960091174;6037841.480887901037931;9.809196649000057;54.485494022000069
4207;01210930145013662021;01;0;58;135;2021;09;17;5;3;9;1;0;1;0;1;0;0;0;0;541317.003810355439782;6020957.213443890213966;9.635430730000053;54.334785250000039
4208;01210728145013762021;01;0;58;092;2021;07;10;4;3;2;6;0;0;0;1;0;0;0;0;569968.142760428600013;6021015.417025627568364;10.076013295000052;54.332183968000038
4210;01211003181013042021;01;0;51;075;2021;10;23;1;2;8;1;2;1;0;1;0;0;0;0;499713.194296142086387;6011748.344889203086495;8.995597787000065;54.253693629000054
4211;01210802125013262021;01;0;59;188;2021;08;10;2;3;4;6;0;0;0;1;0;0;0;0;515672.318830575793982;6023698.107354462146759;9.241182075000040;54.360850738000067
