OBJECTID;UIDENTSTLAE;ULAND;UREGBEZ;UKREIS;UGEMEINDE;UJAHR;UMONAT;USTUNDE;UWOCHENTAG;UKATEGORIE;UART;UTYP1;ULICHTVERH;USTRZUSTAND;IstRad;IstPKW;IstFuss;IstKrad;IstGkfz;IstSonstige;LINREFX;LINREFY;XGCSWGS84;YGCSWGS84
1574;01210521171013332021;01;0;56;049;2021;05;08;6;3;2;6;0;0;0;1;0;0;0;1;543777.693935814313591;5948576.666038751602173;9.662852343000054;53.684074933000034
1575;01210425161013262021;01;0;62;021;2021;04;13;1;3;7;7;0;0;0;0;0;1;0;0;593104.471548712812364;5945502.366017729043961;10.408620763000044;53.649989804000029
1576;01210510134013622021;01;0;02;000;2021;05;12;2;3;2;6;0;0;0;1;0;0;1;0;574873.334099757485092;6018490.321872605010867;10.150798556000041;54.308798287000059
1577;01210317181013192021;01;0;61;030;2021;03;14;4;3;5;3;0;0;0;1;0;1;0;0;535447.404468795284629;5966140.196210986003280;9.538744411000039;53.842565355000033
1578;01210120161013932021;01;0;62;018;2021;01;08;4;3;5;2;1;1;0;1;0;0;0;0;579655.709307294338942;5933056.250372381880879;10.202022489000058;53.540362907000031
1579;01210222152013012021;01;0;03;000;2021;02;07;2;3;5;3;0;1;1;1;0;0;0;0;607326.884676246903837;5968139.274722313508391;10.631572627000025;53.850650652000070
1580;01210615125013612022;01;0;59;075;2021;06;17;3;2;0;7;0;0;1;0;0;0;0;0;536288.639368713833392;6040922.192886848002672;9.560545105000074;54.514589953000041
1581;01210605134013882021;01;0;02;000;2021;06;14;7;3;2;6;0;0;0;1;0;0;0;0;577871.886614263057709;6020882.472933968529105;10.197499335000032;54.329844515000048
1582;01210413171013422021;01;0;60;004;2021;04;16;3;3;5;3;0;0;1;0;0;1;0;0;558037.401769022457302;5975129.722748564556241;9.883742646000030;53.921321965000061
1583;01210517134013592021;01;0;02;000;2021;05;20;2;3;0;1;0;0;1;0;0;0;0;0;574989.257136490195990;6026899.039985872805119;10.154696115000036;54.384338436000064
1584;01210503181013912021;01;0;61;011;2021;05;16;2;2;5;3;0;0;0;1;0;0;0;0;523732.836244306527078;5990296.687624812126160;9.362584880000043;54.060346606000053
1585;01210115161013412021;01;0;62;018;2021;01;09;6;3;5;3;0;1;1;1;0;0;0;0;579712.795086501166224;5933045.558772277086973;10.202880994000054;53.540258165000068
1586;01210213161013762021;01;0;53;100;2021;02;15;7;2;4;1;0;0;0;1;0;0;0;0;617331.984627279452980;5951504.328796369954944;10.777265185000033;53.699039924000033
1587;01210609171013532022;01;0;60;041;2021;06;14;4;3;5;2;0;0;1;1;0;0;1;0;582065.366019008681178;5976158.781872125342488;10.249813724000035;53.927319840000052
1588;01210601152013152021;01;0;03;000;2021;06;13;3;2;5;3;0;0;0;1;0;0;0;0;610864.370546162128448;5972752.023629017174244;10.686991171000045;53.891349545000082
1589;01210527134013782021;01;0;02;000;2021;05;11;5;3;3;7;0;0;0;1;0;1;0;0;573815.843370139598846;6020689.319284010678530;10.135092383000028;54.328711694000049
1590;01210529181013502021;01;0;51;069;2021;05;18;7;3;5;3;0;0;1;1;0;0;0;0;504898.140382378362119;6005042.477133829146624;9.075072661000036;54.193400787000030
1591;01210517161013292021;01;0;62;016;2021;05;06;2;2;5;3;0;0;0;1;0;0;1;0;583381.966000012122095;5958343.948999771848321;10.265023242000041;53.767026404000035
1592;01210418134013572021;01;0;02;000;2021;04;12;1;3;4;6;0;0;1;0;0;0;0;1;573601.757968895137310;6022997.600644379854202;10.132370947000027;54.349484028000063
1593;01210421161013902021;01;0;53;116;2021;04;16;4;3;2;6;0;0;0;1;0;0;0;0;597946.333908008411527;5929355.078424496576190;10.476783393000062;53.504013359000055
1594;01210507152013612021;01;0;55;035;2021;05;10;6;3;0;3;0;1;0;1;0;1;0;0;612718.579310623928905;5980685.551914712414145;10.718117689000053;53.962224599000081
1595;01210108152013902021;01;0;55;032;2021;01;08;6;3;2;2;1;1;0;1;0;0;0;0;617347.727771353907883;5996152.282871911302209;10.794615387000022;54.100140145000069
1596;01210210161013022021;01;0;62;053;2021;02;18;4;3;2;6;2;2;0;1;0;0;0;0;577328.156229390762746;5933218.892203103750944;10.166947514000071;53.542172357000027
1597;01210216171013572021;01;0;56;017;2021;02;06;3;3;4;1;1;2;0;1;0;0;0;1;547666.642775528132915;5963448.924177825450897;9.724025988000051;53.817400190000058
1598;01210613125013432021;01;0;01;000;2021;06;14;1;3;0;1;0;0;1;0;0;0;0;0;527883.707845930941403;6071615.328103555366397;9.433646965000037;54.790951470000039
1599;01210602181013232021;01;0;61;048;2021;06;10;4;2;5;3;0;0;1;1;0;0;0;0;531528.144434189423919;5985171.030275570228696;9.481143510000038;54.013861610000049
1600;01210101105132782021;01;0;56;032;2021;01;20;6;3;3;6;2;0;0;1;0;0;0;0;551546.119636552408338;5949765.365252822637558;9.780663110000035;53.694049800000073
1601;01210428181013232021;01;0;61;022;2021;04;16;4;3;5;3;0;0;1;0;0;0;0;0;534388.864662238396704;5971015.874904418364167;9.523203523000063;53.886457872000051
1602;01210330134013872021;01;0;02;000;2021;03;11;3;3;3;6;0;0;0;1;0;0;0;0;573351.793408618308604;6019796.136967599391937;10.127738471000043;54.320752745000050
1603;01210406105132932021;01;0;60;012;2021;04;13;3;3;8;7;0;1;0;1;0;0;0;0;579503.335648772306740;5992703.987598223611712;10.215128086000050;54.076393017000044
1604;01210201152013692021;01;0;55;012;2021;02;14;2;2;5;2;0;1;0;1;0;0;0;0;607160.777065393514931;5998014.119900615885854;10.639558664000049;54.119088956000041
1605;01210607145013212021;01;0;58;037;2021;06;10;2;2;0;7;0;0;1;0;0;0;0;0;573174.047172911465168;6033628.744585314765573;10.128410879000057;54.445072579000055
1606;01210521105132922021;01;0;62;001;2021;05;16;6;3;2;6;0;0;0;1;0;0;0;0;581751.475859452970326;5941966.640928920358419;10.235973907000073;53.620113777000029
1607;01210424152013882021;01;0;03;000;2021;04;16;7;3;3;6;0;0;0;1;0;1;0;0;611042.404820390045643;5973578.179479049518704;10.689998501000048;53.898733775000039
1608;01210510125013062021;01;0;59;083;2021;05;15;2;3;5;3;0;0;1;1;0;0;0;0;549773.387778100557625;6055686.767890937626362;9.771325858000068;54.646123153000076
1609;01210318125013022021;01;0;01;000;2021;03;11;5;3;5;2;0;0;1;1;0;0;0;0;529229.493233368732035;6072666.229107888415456;9.454681856000036;54.800318738000044
1610;01210121134013912021;01;0;57;055;2021;01;08;5;3;7;7;0;0;0;1;0;0;0;0;602466.788620576262474;6018815.176964914426208;10.574866251000060;54.306926733000068
1611;01210225152013862021;01;0;03;000;2021;02;14;5;3;5;2;0;0;1;1;0;0;0;0;610505.504288553260267;5968885.448625274002552;10.680139679000035;53.856687913000030
1612;01210304134013282021;01;0;02;000;2021;03;09;5;3;0;2;0;0;1;1;0;0;0;0;577403.805417694151402;6020765.384829908609390;10.190272610000022;54.328863631000047
1613;01210604171013262021;01;0;60;064;2021;06;20;6;3;5;2;0;0;0;1;0;0;0;0;561446.382000003941357;5967152.444999780505896;9.934044583000059;53.849237866000067
1614;01210414171013102021;01;0;56;026;2021;04;09;4;2;5;3;0;0;0;1;0;0;0;0;552658.667331208474934;5955795.489557947963476;9.798536837000029;53.748134350000043
1615;01210505145013702021;01;0;58;043;2021;05;14;4;3;5;3;0;1;0;1;0;0;0;0;554155.160229598172009;6035596.208177639171481;9.835522808000064;54.465135517000078
1616;01210214181013752021;01;0;51;046;2021;02;14;1;3;4;6;0;0;1;0;0;0;0;0;499217.243683804757893;5981202.464013837277889;8.988064516000065;53.979154612000059
1617;01210608181013822021;01;0;51;039;2021;06;15;3;2;5;3;0;0;0;1;0;0;0;1;507401.528464039787650;5985508.803946824744344;9.112963265000076;54.017807175000030
1618;01210601161013252021;01;0;53;100;2021;06;19;3;3;0;1;0;0;1;0;0;0;0;0;617807.640367586165667;5951060.834356464445591;10.784297698000046;53.694948486000044
1619;01210527152013542021;01;0;55;021;2021;05;11;5;3;5;3;0;0;1;1;0;0;0;0;629097.047784104011953;6026599.548488963395357;10.987287369000057;54.370810519000031
1620;01210531125013252021;01;0;54;014;2021;05;16;2;3;7;7;0;0;1;0;0;0;0;0;495383.772321971133351;6054075.872341131791472;8.928485307000074;54.634080716000028
1621;01210106145013322021;01;0;58;140;2021;01;20;4;3;5;3;2;1;0;1;0;0;0;1;546534.921673160977662;6018510.585257941856980;9.715291062000063;54.312348855000039
1622;01210326171013042021;01;0;60;068;2021;03;16;6;2;0;7;0;0;1;0;0;0;0;0;577533.509695298969746;5982913.775684531778097;10.182529193000050;53.988718951000067
1623;01210403152013562021;01;0;03;000;2021;04;12;7;2;1;5;0;0;1;1;0;0;0;0;609340.616985851898789;5971064.684530135244131;10.663213513000073;53.876513485000032
1624;01210128152013542021;01;0;55;044;2021;01;18;5;3;6;2;2;0;0;1;1;0;0;0;614669.671257426962256;5987461.536747161298990;10.750394070000027;54.022669432000043
1625;01210303125013222021;01;0;54;002;2021;03;10;4;3;4;6;0;0;0;1;0;0;1;0;506052.245650604367256;6045214.041066031903028;9.093578724000054;54.554424134000044
1626;01210519181013702021;01;0;61;006;2021;05;12;4;2;4;1;0;0;0;1;0;1;0;0;528943.216429702006280;5968723.815327882766724;9.440138206000029;53.866189695000060
1627;01210419181013592021;01;0;51;063;2021;04;10;2;3;5;2;0;0;0;1;0;0;0;0;510573.313775726594031;5991771.467842834070325;9.161589570000046;54.074039597000080
1628;01210423134013762021;01;0;02;000;2021;04;15;6;3;5;3;0;0;1;1;0;0;0;0;572813.197445163503289;6021066.997788812965155;10.119769826000038;54.332249434000062
1629;01210508171013822021;01;0;60;082;2021;05;14;7;2;8;1;0;0;0;0;0;1;0;0;567492.609518296085298;5969030.084503006190062;10.026350442000023;53.865361122000081
1630;01210111171013712021;01;0;62;076;2021;01;13;2;3;2;6;0;1;0;1;0;0;0;0;572413.781993349082768;5953653.956216581165791;10.097557374000075;53.726519275000044
1631;01210316161013362021;01;0;62;081;2021;03;05;3;3;7;7;2;1;0;1;0;0;0;1;586103.509511949494481;5955104.754034250974655;10.305398454000056;53.737476427000047
1632;01210118125013942022;01;0;59;098;2021;01;15;2;3;2;6;0;1;0;1;0;0;0;0;538821.473900849930942;6047367.254140330478549;9.600517036000042;54.572321539000029
1633;01210222125013622021;01;0;54;164;2021;02;08;2;3;9;1;0;2;0;1;0;0;0;0;470495.638153862208128;6060769.547430092468858;8.542249885000047;54.693392988000028
1634;01210615145013982021;01;0;58;048;2021;06;09;3;3;2;6;0;0;0;1;0;0;0;0;538136.890135120600462;6002715.020801372826099;9.584203804000026;54.171089038000048
1635;01210604145013122021;01;0;58;001;2021;06;20;6;3;8;7;1;0;0;1;0;0;0;0;557754.785203176550567;6019647.450613481923938;9.887951522000037;54.321419462000051
1636;01210412161013642021;01;0;53;092;2021;04;16;2;3;5;3;0;0;1;1;0;0;0;0;603444.088000033982098;5928523.102999728173018;10.559368432000042;53.495485237000082
1637;01210514181013702021;01;0;51;006;2021;05;16;6;3;2;6;0;1;0;1;0;0;0;0;502080.497405709698796;5985303.324086504057050;9.031751496000027;54.016009218000079
1638;01210502171013822021;01;0;60;019;2021;05;12;1;2;2;6;0;0;0;0;0;1;0;1;559790.398600735701621;5958077.029724262654781;9.907112964000021;53.767869700000062
1639;01210315152013932021;01;0;03;000;2021;03;18;2;3;6;2;2;1;0;0;1;0;1;0;620811.571772621013224;5977691.164833990857005;10.840222694000033;53.933498180000072
1640;01210204145013892021;01;0;58;003;2021;02;07;5;3;9;1;1;2;0;1;0;0;0;0;536846.973840049467981;6021285.371486121788621;9.566728857000044;54.338076789000070
1641;01210311134013922021;01;0;57;055;2021;03;05;5;3;8;1;2;1;0;1;0;0;0;0;600033.686000028625131;6024372.572999788448215;10.539349750000042;54.357337660000042
1642;01210608125013412021;01;0;59;060;2021;06;21;3;2;8;1;1;0;0;0;0;1;0;0;544088.682097567245364;6060026.298242431133986;9.683893607000073;54.685648271000048
1643;01210610134013792021;01;0;02;000;2021;06;10;5;3;0;7;0;0;1;0;0;0;0;0;568319.100813058204949;6019579.107333645224571;10.050329175000059;54.319500852000033
1644;01210524152013602021;01;0;55;035;2021;05;16;2;3;2;2;0;0;0;1;0;0;0;0;611588.397758667357266;5984801.456684064120054;10.702406687000064;53.999446845000080
1645;01210115152013062021;01;0;03;000;2021;01;15;6;3;5;2;0;0;0;1;0;0;0;0;622022.314985714852810;5980922.179885812103748;10.859945652000022;53.962239340000053
1646;01210528161013732021;01;0;53;129;2021;05;08;6;2;8;7;0;0;0;0;0;1;0;0;582419.691329096443951;5927380.341722592711449;10.242228114000056;53.488929727000027
1647;01210408145013252021;01;0;58;124;2021;04;14;5;3;5;2;0;1;1;1;0;0;0;0;546093.325371987186372;6016661.549051180481911;9.708218535000071;54.295772037000063
1648;01210324125013192022;01;0;59;053;2021;03;12;4;3;0;7;0;0;1;0;0;0;0;0;532765.899887816049159;6029703.071580421179533;9.504889680000076;54.414005127000053
1649;01210331125013252021;01;0;01;000;2021;03;16;4;2;5;2;0;0;1;1;0;0;0;0;526402.824614711105824;6072476.847165865823627;9.410695441000030;54.798773619000031
1650;01210126125013312021;01;0;59;075;2021;01;12;3;3;5;2;0;0;1;1;0;0;0;0;537509.457000001333654;6044023.830999823287129;9.579796670000064;54.542374463000044
1651;01210226161013832021;01;0;53;032;2021;02;20;6;3;8;1;2;0;0;1;0;0;0;0;588633.479756303131580;5923201.463815169408917;10.334676485000045;53.450367288000052
1652;01210519152013742021;01;0;03;000;2021;05;15;4;3;5;2;0;0;1;1;0;0;0;0;611242.885703307576478;5969078.162311920896173;10.691415393000057;53.858261847000051
1653;01210417152013322021;01;0;03;000;2021;04;18;7;2;1;5;0;0;0;1;0;0;0;0;608574.215625630691648;5968071.394417753443122;10.650501810000037;53.849781534000044
1654;01210423125013872021;01;0;01;000;2021;04;03;6;3;9;1;2;0;0;1;0;0;0;0;527549.355975838378072;6068206.736029941588640;9.428123720000031;54.760338612000055
1655;01210506145013012021;01;0;58;135;2021;05;11;5;3;5;3;0;0;0;1;0;0;0;0;540762.848901055753231;6019196.622025834396482;9.626668155000061;54.319007585000065
1656;01210111134013632021;01;0;02;000;2021;01;14;2;3;5;2;0;1;1;1;0;0;0;0;573524.579906957224011;6019074.865644097328186;10.130216723000046;54.314246768000032
1657;01210209105132152021;01;0;60;064;2021;02;10;3;3;9;1;0;2;0;1;0;0;0;0;561552.747640551999211;5967032.877546111121774;9.935637242000041;53.848150725000039
1658;01210218125013642021;01;0;59;075;2021;02;02;5;3;0;7;2;1;0;1;0;0;0;0;535163.202613007277250;6039305.932519372552633;9.542968906000056;54.500144346000070
1659;01210614145013962021;01;0;04;000;2021;06;14;2;3;0;6;0;0;0;0;0;1;0;1;565033.824000004678965;5992702.041999794542789;9.994016658000021;54.078405720000035
1660;01210603152013672021;01;0;03;000;2021;06;11;5;3;2;6;0;0;0;1;0;0;0;1;613570.673454812727869;5970795.604813486337662;10.727426906000062;53.873187481000059
1661;01210430105132512021;01;0;58;045;2021;04;11;6;2;9;1;0;0;0;1;0;0;0;0;557877.405465481802821;6005899.159165214747190;9.887180077000039;54.197857300000067
1662;01210312125013422021;01;0;01;000;2021;03;11;6;3;1;7;0;0;0;1;0;0;0;0;528997.322131758555770;6072260.211378416046500;9.451029798000036;54.796683559000030
1663;01210203145013682021;01;0;58;169;2021;02;20;4;2;3;6;2;2;0;1;0;0;1;0;559535.358000002801418;5991720.488999795168638;9.909794092000027;54.070249764000039
1664;01210308125013382021;01;0;54;157;2021;03;17;2;3;5;3;1;0;1;1;0;0;0;0;509530.158039866015315;6029453.396639276295900;9.146845057000064;54.412727130000064
1665;01210606181013192021;01;0;61;110;2021;06;19;1;3;5;3;0;0;0;1;0;0;0;0;523550.340972859412432;5967036.334475534036756;9.358001471000023;53.851295405000030
1666;01210522161013402021;01;0;53;032;2021;05;13;7;3;4;1;0;1;0;1;0;0;0;1;590927.611155574209988;5924099.113334201276302;10.369471220000037;53.458042869000053
1667;01210407152013232021;01;0;03;000;2021;04;12;4;3;5;2;0;0;1;0;0;0;1;0;611172.211729091592133;5971389.417327281087637;10.691178944000058;53.879041758000028
1668;01210512134013362021;01;0;57;090;2021;05;09;4;2;9;1;0;1;0;1;0;0;0;0;590648.871315446682274;6020376.790344521403313;10.393767941000021;54.323191621000035
1669;01210322134013982021;01;0;02;000;2021;03;16;2;3;2;6;0;0;0;1;0;0;0;0;577781.941130089573562;6020842.212181614711881;10.196106005000047;54.329496470000038
1670;01210122125013742021;01;0;01;000;2021;01;07;6;3;3;2;2;1;0;1;0;0;0;1;528527.158000001683831;6070757.475999837741256;9.443569177000029;54.783206238000048
1671;01210223171013382021;01;0;56;033;2021;02;16;3;3;3;2;1;0;0;1;0;0;0;0;541632.652565676718950;5953845.371610121801496;9.631084001000033;53.731604394000044
1672;01210305134013772021;01;0;02;000;2021;03;06;6;3;2;6;0;1;0;1;0;0;0;1;576022.670459208078682;6019255.317020498216152;10.168654519000029;54.315502425000034
1673;01210531125013432021;01;0;54;017;2021;05;07;2;2;9;6;0;0;0;1;0;0;0;0;492818.540152792818844;6075570.729648195207119;8.888214310000023;54.827220835000048
1674;01210416134013232021;01;0;57;076;2021;04;21;6;3;5;3;2;0;0;1;0;0;0;1;595871.855360127985477;6026259.217761412262917;10.475937979000037;54.375087598000050
1675;01210505134013092021;01;0;57;008;2021;05;07;4;3;2;6;0;1;0;1;0;0;0;0;566839.477653183974326;5993342.027271131053567;10.021751851000033;54.083925702000045
1676;01210107171013482021;01;0;60;005;2021;01;10;5;3;5;2;0;1;0;1;0;0;0;1;583709.476764383725822;5976895.213798416778445;10.275047645000029;53.933674139000061
1677;01210206105132972021;01;0;56;039;2021;02;09;7;3;8;7;0;0;0;1;0;0;0;0;552796.501149508170784;5947958.426732493564487;9.799290460000066;53.677685016000055
1678;01210211161013482021;01;0;53;032;2021;02;06;5;2;5;2;2;0;1;1;0;0;0;0;588582.457587935961783;5921379.841748975217342;10.333395686000074;53.434006184000054
1679;01210602152013492021;01;0;03;000;2021;06;17;4;3;3;2;0;0;0;1;0;0;0;0;611236.823000048287213;5969087.540999727323651;10.691326654000022;53.858347406000064
1680;01210528134013312021;01;0;02;000;2021;05;14;6;3;5;2;0;0;1;1;0;0;0;0;573827.141487648710608;6019450.733384357765317;10.134959634000040;54.317580540000051
1681;01210104003000202021;01;0;03;000;2021;01;13;2;3;5;2;0;0;1;1;0;0;0;0;609965.751000044867396;5970402.915999731048942;10.672480869000026;53.870435869000062
1682;01210330125013092022;01;0;54;076;2021;03;16;3;2;0;7;0;1;1;0;0;0;0;0;498914.962000002153218;6070027.456999840214849;8.983131179000054;54.777455310000050
1683;01210406105132212021;01;0;60;064;2021;04;13;3;3;3;1;0;1;0;1;0;0;0;0;562142.822136977687478;5968528.380840873345733;9.944908100000021;53.861520419000044
1684;01210201171013252021;01;0;56;044;2021;02;07;2;3;5;2;0;0;1;1;0;0;0;0;554435.239000001922250;5939430.880999762564898;9.822604115000047;53.600875303000066
1685;01210521145013042021;01;0;58;175;2021;05;15;6;3;2;2;0;1;0;1;0;0;0;0;543269.095526512712240;6028322.796084426343441;9.666521547000059;54.400816147000057
1686;01210426171013442021;01;0;60;063;2021;04;11;2;3;6;2;0;0;0;1;1;0;0;0;565930.724295466206968;5948659.939577445387840;9.998249706000024;53.682497679000051
1687;01210509181013882021;01;0;61;027;2021;05;11;1;2;5;3;0;0;0;1;0;1;0;0;530590.606999999843538;5958101.867999775335193;9.464132996000046;53.770626269000047
1688;01210317134013402021;01;0;02;000;2021;03;16;4;3;6;2;0;0;0;1;1;0;0;0;577435.389481480233371;6021349.915240639820695;10.190909944000055;54.334111124000060
1689;01210121134013582021;01;0;57;079;2021;01;11;5;3;5;7;0;0;0;1;0;0;0;0;582357.095000009983778;6030406.412999810650945;10.269090339000059;54.414714527000058
1690;01210221105132332021;01;0;55;004;2021;02;22;1;1;4;7;2;0;0;1;0;0;0;0;612169.723615425638855;5975312.225063612684608;10.707782772000030;53.914069886000050
1691;01210614171013222021;01;0;56;022;2021;06;20;2;3;5;3;0;0;1;0;0;0;0;0;552947.414240337908268;5959730.921125829219818;9.803590145000044;53.783474345000059
1692;01210606134013762021;01;0;02;000;2021;06;15;1;3;8;1;0;1;0;0;0;1;0;0;571435.028274655342102;6020408.186739942058921;10.098421997000059;54.326524299000027
1693;01210413134013892021;01;0;57;055;2021;04;16;3;2;5;3;0;0;0;1;0;0;0;1;599863.228662976995111;6024413.329073911532760;10.536741413000072;54.357737235000059
1694;01210516145013372021;01;0;58;052;2021;05;19;1;3;0;7;0;0;0;0;0;1;0;0;545543.118402402848005;6037561.901693075895309;9.702968473000055;54.483645703000036
1695;01210502181013412021;01;0;61;007;2021;05;21;1;3;8;1;2;0;0;1;0;0;0;0;528269.564809122122824;5971344.805367965251207;9.430136034000043;53.889783882000074
1696;01210115152013692021;01;0;55;035;2021;01;17;6;3;5;2;2;1;0;1;0;0;0;0;613978.482081764377654;5975685.380702476948500;10.735446323000076;53.917027593000057
1697;01210309125013972021;01;0;01;000;2021;03;11;3;3;5;2;0;0;0;1;0;1;0;0;527138.190999999642372;6070833.412999836727977;9.421979882000073;54.783965671000033
1698;01210609105132622021;01;0;62;069;2021;06;07;4;3;2;6;0;0;0;1;0;0;0;0;583514.720889497548342;5943997.185675214976072;10.263169694000055;53.638082643000075
1699;01210602125013572021;01;0;01;000;2021;06;07;4;3;5;2;0;0;1;1;0;0;0;0;529371.082801746204495;6073114.355874231085181;9.456929714000069;54.804337526000040
1700;01210526125013512021;01;0;59;109;2021;05;15;4;3;5;3;0;1;0;1;0;0;0;0;551032.764537245966494;6064164.710899181663990;9.792322480000053;54.722180399000081
1701;01210530134013062021;01;0;02;000;2021;05;19;1;3;5;2;0;0;1;1;0;0;0;0;569694.054133526049554;6020148.119125118479133;10.071596373000034;54.324428066000053
1702;01210116125013132021;01;0;54;076;2021;01;10;7;3;3;6;0;0;0;1;0;0;0;1;496397.727111966349185;6070901.658154413104057;8.943985500000053;54.785299779000070
1703;01210326125013932021;01;0;54;014;2021;03;16;6;3;2;2;0;0;0;1;0;0;0;1;496652.797046218067408;6056214.950471518561244;8.948120581000069;54.653314514000044
1704;01210403105132652021;01;0;03;000;2021;04;16;7;3;0;6;0;0;0;1;0;0;0;0;609287.175877775065601;5965013.372139807790518;10.660247640000023;53.822157556000036
1705;01210130125013402021;01;0;01;000;2021;01;09;7;2;6;4;0;1;0;1;1;0;0;0;529097.770112310536206;6072397.021681724116206;9.452605866000056;54.797907180000038
1706;01210301125013872021;01;0;59;174;2021;03;08;2;2;9;1;0;0;0;1;0;0;0;0;518946.870554300956428;6056976.955414468422532;9.293711196000061;54.659817697000051
1707;01210520152013762021;01;0;03;000;2021;05;09;5;3;5;3;0;0;1;1;0;0;0;0;618423.361290486529469;5974097.957815613597631;10.802473886000030;53.901769980000040
1708;01210418181013742021;01;0;51;046;2021;04;14;1;3;2;2;0;0;0;0;0;1;0;0;499944.691259657032788;5978978.571109259501100;8.999157055000069;53.959166933000063
1709;01210423171013252021;01;0;60;019;2021;04;13;6;3;5;3;0;0;0;1;0;0;0;0;560440.975463193841279;5956477.620549015700817;9.916668735000030;53.753420528000049
1710;01210508152013882021;01;0;03;000;2021;05;07;7;3;5;3;0;0;1;1;0;0;0;0;614437.474033984355628;5968302.863702634349465;10.739674865000040;53.850602334000030
1711;01210112145013472021;01;0;57;008;2021;01;19;3;3;8;1;1;2;0;1;0;0;0;0;569051.511728545650840;5991716.902344539761543;10.055189743000028;54.069030011000052
1712;01210204152013692021;01;0;03;000;2021;02;22;5;3;0;1;2;2;0;0;0;0;0;1;610367.835000047460198;5971729.648999733850360;10.679070879000051;53.882270211000048
1713;01210118152013982021;01;0;55;012;2021;01;07;2;3;2;2;1;1;0;1;0;0;0;0;606633.619989885948598;5998575.203138943761587;10.631694843000048;54.124239344000046
1714;01210220145013102021;01;0;58;116;2021;02;16;7;2;4;2;0;0;0;1;0;1;0;0;562538.817000003531575;6034689.634999817237258;9.964657922000072;54.456025829000055
1715;01210614145013282021;01;0;04;000;2021;06;18;2;3;5;3;0;0;0;1;0;0;0;0;564206.612000003457069;5991156.422999791800976;9.981047578000073;54.064619815000071
1716;01210604125013182021;01;0;01;000;2021;06;14;6;3;6;2;0;0;0;1;1;0;0;0;528003.534098462201655;6068327.751806570217013;9.435193201000061;54.761401008000064
1717;01210513145013982021;01;0;57;068;2021;05;20;5;2;8;7;0;1;0;0;0;0;0;1;575330.508565852418542;5992486.313189994543791;10.151311126000053;54.075064167000050
1718;01210430161013802021;01;0;53;012;2021;04;06;6;3;2;2;0;0;0;1;0;0;0;1;584807.527348714880645;5925260.200009252876043;10.277635269000029;53.469497740000065
1719;01210106171013512021;01;0;56;002;2021;01;15;4;2;4;1;0;1;0;1;0;0;0;0;550354.672319838777184;5958753.043051293119788;9.764084033000074;53.774942950000082
1720;01210317105132262021;01;0;51;099;2021;03;15;4;3;2;6;0;0;0;1;0;0;0;0;520380.677983316592872;5991427.380542693659663;9.311448302000031;54.070652384000027
1721;01210204181013242021;01;0;51;044;2021;02;20;5;3;5;3;2;1;0;1;0;0;0;0;505905.203538023866713;6005453.522961502894759;9.090515736000043;54.197084501000063
1722;01210305152013322021;01;0;03;000;2021;03;13;6;3;5;2;0;0;1;1;0;0;0;0;609185.142000043764710;5970159.084999736398458;10.660527227000046;53.868410017000031
1723;01210608125013562021;01;0;54;113;2021;06;13;3;3;0;7;0;0;1;0;0;0;0;0;476960.069969534873962;6017502.294406959787011;8.645918119000044;54.304887679000046
1724;01210611161013222021;01;0;62;069;2021;06;08;6;2;4;6;0;0;1;0;0;0;0;0;584547.262616708874702;5942514.416231257840991;10.278379876000031;53.624592354000072
1725;01210525171013362021;01;0;56;042;2021;05;05;3;2;9;1;1;1;0;0;0;0;0;1;539442.595083883963525;5954672.980415342375636;9.597993869000049;53.739213009000082
1726;01210529161013832021;01;0;53;096;2021;05;17;7;3;0;1;0;0;0;0;0;1;0;0;604442.571641557849944;5946544.303241396322846;10.580442462000065;53.657211109000059
1727;01210410152013702021;01;0;55;035;2021;04;17;7;2;4;6;0;0;0;1;0;0;0;0;617238.021244403906167;5978177.356422470882535;10.786005931000034;53.938687372000061
1728;01210322181013032021;01;0;51;092;2021;03;15;2;3;5;3;0;0;0;1;0;0;0;0;502850.996111616492271;6015391.858134007081389;9.043794957000046;54.286431875000062
1729;01210331152013612021;01;0;55;032;2021;03;09;4;3;2;6;0;0;0;1;0;0;0;0;619382.552818792872131;5999119.572415009140968;10.826888943000029;54.126327876000062
1730;01210126181013022021;01;0;51;048;2021;01;16;3;3;2;6;0;1;0;1;0;0;0;0;505780.178990962915123;6001929.193195784464478;9.088531661000047;54.165410540000039
1731;01210226134013222021;01;0;02;000;2021;02;13;6;3;5;2;0;0;1;1;0;0;0;0;571304.437303900718689;6017569.926569525152445;10.095736518000024;54.301038521000066
1732;01210517161013282021;01;0;53;110;2021;05;12;2;3;9;7;0;0;0;1;0;0;0;0;616807.173294384963810;5947882.713235434144735;10.767956238000068;53.666620575000081
1733;01210418161013772021;01;0;62;091;2021;04;16;1;2;4;1;0;0;0;0;0;1;0;0;590748.968739912845194;5953674.691375812515616;10.375386028000037;53.723838592000050
1734;01210114125013392021;01;0;59;079;2021;01;18;5;3;8;7;2;1;0;1;0;0;0;0;526029.108036303892732;6043318.835969440639019;9.402284543000064;54.536759046000043
1735;01210422161013732021;01;0;53;028;2021;04;08;5;3;1;5;0;0;1;1;0;0;0;0;587058.032117723487318;5924617.641292950138450;10.311351762000072;53.463356228000066
